MFW,method,distance,ARI,AMI,Correct Attribution,RI,NMI,Cluster errors,Cluster 1,Cluster 2,Cluster 3,Cluster 4
95,ward.D2,manhattan,0.629579375848033,0.707603552831087,0.75,0.868131868131868,0.798198685911048,1,Anderson,Desaguliers,Desaguliers,Folkes_1 Folkes_2 Stukeley_ 1 Stukeley_ 2
100,ward.D2,manhattan,0.629579375848033,0.707603552831087,0.75,0.868131868131868,0.798198685911048,1,Anderson,Desaguliers,Desaguliers,Folkes_1 Folkes_2 Stukeley_ 1 Stukeley_ 2
105,ward.D2,manhattan,0.629579375848033,0.707603552831087,0.75,0.868131868131868,0.798198685911048,1,Anderson,Desaguliers,Desaguliers,Folkes_1 Folkes_2 Stukeley_ 1 Stukeley_ 2
110,ward.D2,manhattan,0.629579375848033,0.707603552831087,0.75,0.868131868131868,0.798198685911048,1,Anderson,Desaguliers,Desaguliers,Folkes_1 Folkes_2 Stukeley_ 1 Stukeley_ 2
115,ward.D2,manhattan,0.629579375848033,0.707603552831087,0.75,0.868131868131868,0.798198685911048,1,Anderson,Desaguliers,Desaguliers,Folkes_1 Folkes_2 Stukeley_ 1 Stukeley_ 2
120,ward.D2,manhattan,0.629579375848033,0.707603552831087,0.75,0.868131868131868,0.798198685911048,1,Anderson,Desaguliers,Desaguliers,Folkes_1 Folkes_2 Stukeley_ 1 Stukeley_ 2
125,ward.D2,manhattan,0.629579375848033,0.707603552831087,0.75,0.868131868131868,0.798198685911048,1,Anderson,Desaguliers,Desaguliers,Folkes_1 Folkes_2 Stukeley_ 1 Stukeley_ 2
130,ward.D2,manhattan,0.629579375848033,0.707603552831087,0.75,0.868131868131868,0.798198685911048,1,Anderson,Desaguliers,Desaguliers,Folkes_1 Folkes_2 Stukeley_ 1 Stukeley_ 2
135,ward.D2,manhattan,0.629579375848033,0.707603552831087,0.75,0.868131868131868,0.798198685911048,1,Anderson,Desaguliers,Desaguliers,Folkes_1 Folkes_2 Stukeley_ 1 Stukeley_ 2
140,ward.D2,manhattan,0.629579375848033,0.707603552831087,0.75,0.868131868131868,0.798198685911048,1,Anderson,Desaguliers,Desaguliers,Folkes_1 Folkes_2 Stukeley_ 1 Stukeley_ 2
